Date_reported,StringencyIndex,Cumulative_cases,Recovery,New_cases,NewCases_local,NewCases_imported,Cumulative_deaths,New_deaths,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,EconomicSupportIndex,GovernmentResponseIndex,ContainmentHealthIndex,Atleast1dose,fullvaccine
18/05/2021,79.63,1578,104,47,49,0,2,0,-31,-4,-36,-50,-43,9,62.5,80.52,83.1,542132,92582
19/05/2021,79.63,1627,22,49,39,11,2,0,-35,-10,-38,-52,-38,10,62.5,80.52,83.1,553612,95394
20/05/2021,79.63,1677,32,50,5,9,2,0,-33,-8,-36,-50,-36,11,62.5,80.52,83.1,568233,101026
21/05/2021,79.63,1691,60,14,6,6,2,0,-34,-11,-37,-53,-30,12,62.5,80.52,83.1,584532,105734
22/05/2021,79.63,1703,225,12,10,9,2,0,-39,-12,-41,-55,-26,10,62.5,80.52,83.1,602669,126246
23/05/2021,79.63,1722,49,19,4,15,2,0,-33,-7,-36,-53,-30,9,62.5,80.52,83.1,605643.25,128738.75
24/05/2021,79.63,1741,59,19,10,11,2,0,-29,-5,-38,-50,-34,8,62.5,80.52,83.1,608617.5,131231.5
25/05/2021,85.19,1762,47,21,43,13,2,0,-32,-7,-39,-50,-36,10,87.5,79.79,78.69,611591.75,133724.25
26/05/2021,85.19,1818,0,56,3,2,2,0,-32,-6,-36,-50,-34,9,87.5,79.79,78.69,614566,136217
27/05/2021,85.19,1823,101,5,4,8,2,0,-31,-8,-35,-51,-32,9,87.5,79.79,78.69,619328.2,154437
28/05/2021,85.19,1835,0,12,8,2,2,0,-30,-8,-35,-52,-26,10,87.5,79.79,78.69,624090.4,172657
29/05/2021,85.19,1845,121,10,1,2,3,1,-38,-12,-42,-55,-26,10,87.5,79.79,78.69,628852.6,190877
30/05/2021,85.19,1848,24,3,3,0,3,0,-47,-26,-46,-62,-37,15,87.5,79.79,78.69,633614.8,209097
31/05/2021,85.19,1851,117,3,0,1,3,0,-26,0,-38,-48,-33,7,87.5,79.79,78.69,638377,227317
01/06/2021,74.07,1852,56,1,12,5,3,0,-24,-1,-33,-46,-32,6,87.5,74.79,72.98,662521,239935
02/06/2021,74.07,1869,0,17,4,1,3,0,-27,-6,-33,-48,-32,6,87.5,74.79,72.98,664661,249353
03/06/2021,74.07,1874,55,5,7,2,3,0,-25,-4,-32,-49,-30,5,87.5,74.79,72.98,669486,266413.5
04/06/2021,74.07,1883,26,9,7,2,3,0,-25,-7,-34,-51,-25,7,87.5,74.79,72.98,674311,283474
05/06/2021,74.07,1892,13,9,2,3,3,0,-31,-7,-38,-55,-24,6,87.5,74.79,72.98,679729,302524
06/06/2021,74.07,1897,21,5,2,4,3,0,-30,-9,-36,-54,-29,6,87.5,74.79,72.98,683354,310305
07/06/2021,74.07,1903,6,6,1,4,3,0,-21,-1,-37,-49,-31,4,87.5,74.79,72.98,686794,313402
08/06/2021,69.44,1908,53,5,2,0,3,0,-21,-1,-35,-48,-31,3,87.5,72.19,70,691381,326239
09/06/2021,69.44,1910,22,2,1,0,3,0,-24,-5,-33,-49,-31,4,87.5,72.19,70,694374,340214
10/06/2021,69.44,1911,12,1,2,2,3,0,-24,-5,-32,-48,-30,5,87.5,72.19,70,698503,355853
11/06/2021,69.44,1915,20,4,2,2,3,0,-23,-6,-34,-50,-24,6,87.5,72.19,70,708652,371251
12/06/2021,69.44,1919,32,4,3,8,3,0,-29,-6,-37,-56,-23,6,87.5,72.19,70,713709,394679
13/06/2021,69.44,1930,3,11,4,2,3,0,-29,-8,-35,-52,-29,6,87.5,72.19,70,713709,394678
14/06/2021,69.44,1936,18,6,7,7,3,0,-23,-3,-38,-50,-31,5,87.5,72.19,70,713818,397038
15/06/2021,69.44,1950,25,14,6,9,3,0,-19,1,-36,-50,-30,4,87.5,72.19,70,717648,404480
16/06/2021,69.44,1965,5,15,6,2,3,0,-26,-8,-37,-48,-31,5,87.5,72.19,70,719562,414785
17/06/2021,69.44,1973,14,8,1,0,3,0,-18,1,-30,-47,-28,4,87.5,72.19,70,731084.5,427657.5
18/06/2021,69.44,1974,7,1,7,6,3,0,-18,-1,-32,-47,-22,6,87.5,72.19,70,742607,440530
19/06/2021,69.44,1987,4,13,2,1,3,0,-24,0,-36,-53,-21,6,87.5,72.19,70,753750,455128
20/06/2021,69.44,1990,9,3,2,1,3,0,-22,-1,-33,-51,-28,6,87.5,72.19,70,767151,458380
21/06/2021,69.44,1993,4,3,0,1,3,0,-14,5,-35,-44,-28,3,87.5,72.19,70,780552,461632
22/06/2021,60.19,1994,6,1,2,11,3,0,-16,3,-35,-46,-30,3,87.5,66.98,64.05,798257,470370
23/06/2021,60.19,2007,6,13,6,3,3,0,-22,-4,-34,-45,-29,5,87.5,66.98,64.05,826019.5,482423.5
24/06/2021,60.19,2016,2,9,3,1,3,0,-20,-1,-32,-48,-28,6,87.5,66.98,64.05,853782,494477
25/06/2021,60.19,2020,6,4,0,14,3,0,-19,-1,-33,-46,-23,7,87.5,66.98,64.05,869006,513003
26/06/2021,60.19,2034,4,14,0,6,3,0,-25,-1,-37,-51,-21,5,87.5,66.98,64.05,884428,524103
27/06/2021,60.19,2040,14,6,1,9,3,0,-23,-2,-34,-49,-27,5,87.5,66.98,64.05,885333,527066
28/06/2021,60.19,2050,0,10,14,12,3,0,-14,6,-35,-44,-30,3,87.5,66.98,64.05,886238,530029
29/06/2021,60.19,2076,0,26,15,10,3,0,-14,5,-34,-42,-29,3,87.5,66.98,64.05,895670.833,539662.833
30/06/2021,60.19,2101,0,25,4,16,3,0,-18,0,-34,-43,-28,4,87.5,66.98,64.05,905103.666,549296.666
01/07/2021,60.19,2121,0,20,3,20,3,0,-15,2,-31,-43,-27,3,87.5,66.98,64.05,914536.499,558930.499
02/07/2021,60.19,2144,0,23,5,27,3,0,-16,1,-31,-42,-21,5,87.5,66.98,64.05,923969.332,568564.332
03/07/2021,60.19,2176,33,32,1,36,3,0,-23,2,-36,-51,-20,4,87.5,66.98,64.05,933402.165,578198.165
04/07/2021,60.19,2212,12,36,3,29,3,0,-22,-1,-34,-50,-27,5,87.5,66.98,64.05,942834.998,587831.998
05/07/2021,60.19,2244,44,32,11,45,3,0,-16,3,-36,-46,-29,4,87.5,66.98,64.05,949684.998,591739.498
06/07/2021,57.87,2300,29,56,2,54,3,0,-18,3,-34,-46,-48,7,87.5,62.55,58.99,956534.998,595646.998
07/07/2021,57.87,2356,0,56,5,39,3,0,-18,2,-32,-43,-28,4,87.5,62.55,58.99,976110.668,608030.668
08/07/2021,57.87,2400,0,44,1,68,3,0,-16,4,-30,-41,-26,3,87.5,62.55,58.99,995686.338,620414.338
09/07/2021,57.87,2469,0,69,1,67,3,0,-16,10,-32,-45,-21,5,87.5,62.55,58.99,1015262.008,632798.008
10/07/2021,57.87,2537,70,68,2,91,3,0,-29,-10,-36,-57,-37,7,87.5,62.55,58.99,1020255.008,637171.508
11/07/2021,57.87,2630,0,93,3,86,3,0,-24,-4,-35,-52,-28,7,87.5,62.55,58.99,1025248.008,641545.008
12/07/2021,57.87,2719,0,89,2,104,3,0,-15,5,-36,-45,-28,5,87.5,62.55,58.99,1029583.341,651272.341
13/07/2021,57.87,2825,0,106,2,74,3,0,-13,7,-33,-42,-26,3,87.5,62.55,58.99,1033918.674,660999.674
14/07/2021,57.87,2901,0,76,0,75,3,0,-18,0,-33,-43,-27,4,87.5,62.55,58.99,1038254.007,670727.007
15/07/2021,48.15,2976,0,75,2,114,3,0,-15,2,-31,-42,-23,4,87.5,57.08,52.74,1042442.007,670727
16/07/2021,48.15,3092,0,116,1,94,4,1,-12,2,-31,-43,-17,5,87.5,57.08,52.74,1046630.007,670727
17/07/2021,48.15,3187,0,95,4,104,4,0,-21,3,-36,-49,-18,5,87.5,57.08,52.74,1050818.007,670727
18/07/2021,48.15,3295,0,108,8,123,4,0,-18,2,-34,-46,-25,5,87.5,57.08,52.74,1060021.578,693400.5
19/07/2021,48.15,3426,0,131,0,114,5,1,-11,9,-37,-42,-27,3,87.5,57.08,52.74,1069225.149,716074
20/07/2021,48.15,3540,0,114,0,170,5,0,-14,6,-35,-41,-28,4,87.5,57.08,52.74,1078428.72,738747.5
21/07/2021,48.15,3710,0,170,0,153,5,0,-15,3,-34,-41,-27,4,87.5,57.08,52.74,1087632.291,761421
22/07/2021,48.15,3863,0,153,2,254,5,0,-12,4,-32,-41,-25,3,87.5,57.08,52.74,1096835.862,784094.5
23/07/2021,48.15,4119,0,256,3,220,5,0,-14,0,-33,-44,-20,5,87.5,57.08,52.74,1106039.433,806768
24/07/2021,48.15,4342,0,223,0,278,5,0,-19,3,-36,-47,-19,4,87.5,57.08,52.74,1115243.004,829441.5
25/07/2021,48.15,4620,0,278,0,142,5,0,-17,1,-33,-47,-27,6,87.5,57.08,52.74,1124446.575,852115
26/07/2021,48.15,4762,0,142,0,223,5,0,-12,6,-35,-41,-28,3,87.5,57.08,52.74,1133650.146,874788.5
27/07/2021,48.15,4985,0,223,0,169,5,0,-14,4,-36,-42,-29,4,87.5,57.08,52.74,1142853.717,897462
28/07/2021,48.15,5154,329,169,3,277,5,0,-19,-4,-36,-43,-29,5,87.5,57.08,52.74,1152057.288,920135.5
29/07/2021,48.15,5434,188,280,1,240,6,1,-18,-2,-33,-41,-28,5,87.5,57.08,52.74,1161260.859,942809
30/07/2021,48.15,5675,83,241,1,243,6,0,-19,-6,-36,-46,-24,8,87.5,57.08,52.74,1170464.43,965482.5
31/07/2021,48.15,5919,30,244,5,375,6,0,-26,-5,-40,-52,-21,8,87.5,57.08,52.74,1179668.001,988156
01/08/2021,48.15,6299,226,380,5,262,7,1,-29,-10,-39,-51,-30,10,87.5,57.08,52.74,1202377.334,988156
02/08/2021,48.15,6566,150,267,6,193,7,0,-19,-1,-39,-44,-30,7,87.5,57.08,52.74,1225086.667,988156
03/08/2021,53.7,6765,212,199,13,237,7,0,-17,1,-36,-43,-30,6,87.5,60.21,56.31,1247796,988156
04/08/2021,53.7,7015,412,250,7,283,7,0,-21,-5,-36,-44,-28,7,87.5,60.21,56.31,1270505.333,988156
05/08/2021,53.7,7305,0,290,19,187,7,0,-21,-6,-35,-45,-27,6,87.5,60.21,56.31,1293214.666,988156
06/08/2021,53.7,7511,0,206,10,257,7,0,-19,-6,-34,-46,-22,8,87.5,60.21,56.31,1315923.999,988156
07/08/2021,53.7,7778,0,267,27,327,7,0,-25,-4,-37,-51,-21,6,87.5,60.21,56.31,1338703.999,988156
08/08/2021,53.7,8132,0,354,18,242,8,1,-23,-5,-36,-48,-26,7,87.5,60.21,56.31,1361483.999,988156
09/08/2021,53.7,8391,0,259,21,149,8,0,-16,1,-36,-44,-29,5,87.5,60.21,56.31,1411735.669,988156
10/08/2021,53.7,8561,0,170,14,301,8,0,-17,0,-35,-43,-28,4,87.5,60.21,56.31,1461987.339,988156
11/08/2021,53.7,8876,0,315,0,285,8,0,-22,-4,-35,-43,-28,6,87.5,60.21,56.31,1512239.009,988156
12/08/2021,53.7,9161,0,285,11,191,8,0,-21,-4,-34,-43,-27,6,87.5,60.21,56.31,1562490.679,988156
13/08/2021,53.7,9363,0,202,20,285,9,1,-22,-6,-36,-51,-21,8,87.5,60.21,56.31,1612742.349,988156
14/08/2021,53.7,9668,0,305,8,218,9,0,-28,-4,-40,-56,-21,8,87.5,60.21,56.31,1662994.019,988156
15/08/2021,53.7,9894,0,226,12,186,9,0,-28,-7,-38,-54,-27,9,87.5,60.21,56.31,1718009.019,988156
16/08/2021,53.7,10092,0,198,37,312,9,0,-21,1,-39,-49,-29,7,87.5,60.21,56.31,1773024.019,988156
17/08/2021,50,10441,0,349,23,184,9,0,-24,-1,-39,-50,-30,7,87.5,58.12,53.93,1828039.019,988156
18/08/2021,50,10648,0,207,48,333,9,0,-27,-5,-36,-50,-31,7,87.5,58.12,53.93,1905498.689,1207001
19/08/2021,50,11029,0,381,19,265,9,0,-25,-4,-35,-52,-30,8,87.5,58.12,53.93,1982958.359,1425846
20/08/2021,50,11313,0,284,75,365,9,0,-27,-7,-37,-54,-24,11,87.5,58.12,53.93,2060418.029,1644691
21/08/2021,50,11753,0,440,26,385,11,2,-31,-3,-41,-58,-23,10,87.5,58.12,53.93,2060418,1646691
22/08/2021,50,12164,0,411,81,224,11,0,-32,0,-40,-59,-31,12,87.5,58.12,53.93,2109937,1664137
23/08/2021,50,12469,0,305,65,87,11,0,-25,-5,-36,-52,-38,8,87.5,58.12,53.93,2131014,1668064
24/08/2021,50,12621,0,152,147,189,11,0,-24,-3,-37,-50,-32,7,87.5,58.12,53.93,2188426,1686246
25/08/2021,50,12957,0,336,594,358,11,0,-33,-14,-39,-54,-32,10,87.5,58.12,53.93,2235384,1702119
26/08/2021,50,13909,0,952,46,149,11,0,-27,-8,-38,-54,-31,9,87.5,58.12,53.93,2278765,1722553
27/08/2021,50,14104,0,195,103,144,12,1,-26,-9,-36,-55,-24,10,87.5,58.12,53.93,2327679.5,1740636.5
28/08/2021,50,14351,0,247,60,55,12,0,-32,-8,-40,-59,-23,10,87.5,58.12,53.93,2376594,1758720
29/08/2021,50,14466,0,115,98,97,12,0,-30,-8,-37,-59,-30,10,87.5,58.12,53.93,2407056,1775178
30/08/2021,50,14641,0,175,15,135,12,0,-26,-6,-40,-54,-31,7,87.5,58.12,53.93,2420333,1784704
31/08/2021,50,14816,0,175,63,136,14,2,-25,-5,-38,-52,-32,8,87.5,58.12,53.93,2443845,1794698
01/09/2021,53.7,15015,0,199,54,220,14,0,-31,-13,-39,-53,-33,9,87.5,60.21,56.31,2474767,1804017
02/09/2021,53.7,15289,0,274,41,129,14,0,-27,-7,-36,-54,-30,8,87.5,60.21,56.31,2504151,1815215
03/09/2021,53.7,15459,0,170,81,65,14,0,-32,-14,-39,-57,-28,12,87.5,60.21,56.31,2529902,1824260
04/09/2021,53.7,15605,0,146,64,92,15,1,-35,-8,-41,-62,-25,11,87.5,60.21,56.31,2537992,1831021
05/09/2021,53.7,15761,0,156,56,116,16,1,-40,-12,-41,-63,-32,14,87.5,60.21,56.31,2545657,1837302
06/09/2021,53.7,15933,0,172,50,75,16,0,-40,-8,-41,-60,-45,15,87.5,60.21,56.31,2553014.5,1839850
07/09/2021,53.7,16058,0,125,86,221,16,0,-50,-29,-41,-65,-56,19,87.5,60.21,56.31,2560372,1842398
08/09/2021,53.7,16365,0,307,77,134,16,0,-54,-31,-42,-69,-54,20,87.5,60.21,56.31,2584782.67,1848242.333
09/09/2021,53.7,16576,0,211,82,84,16,0,-54,-32,-42,-68,-53,21,87.5,60.21,56.31,2609193.34,1854086.666
10/09/2021,53.7,16742,0,166,86,108,16,0,-55,-34,-43,-71,-52,24,87.5,60.21,56.31,2633604.01,1859930.999
11/09/2021,53.7,16936,0,194,120,84,16,0,-56,-32,-47,-72,-45,21,87.5,60.21,56.31,2650948,1860415
12/09/2021,53.7,17140,0,204,96,121,16,0,-56,-35,-46,-72,-44,21,87.5,60.21,56.31,2669523.13,1866533.125
13/09/2021,53.7,17357,0,217,104,94,16,0,-49,-27,-45,-68,-53,19,87.5,60.21,56.31,2688098.26,1872651.25
14/09/2021,70.37,17555,0,198,54,73,16,0,-49,-26,-43,-67,-54,17,87.5,69.58,67.02,2706673.39,1878769.375
15/09/2021,70.37,17682,0,127,158,65,16,0,-51,-29,-42,-67,-54,18,87.5,69.58,67.02,2725248.52,1884887.5
16/09/2021,70.37,17905,0,223,131,23,16,0,-47,-25,-40,-65,-51,17,87.5,69.58,67.02,2743823.65,1891005.625
17/09/2021,70.37,18059,0,154,219,69,16,0,-45,-25,-41,-67,-45,19,87.5,69.58,67.02,2762398.78,1897123.75
18/09/2021,70.37,18347,0,288,383,83,16,0,-45,-22,-44,-69,-40,16,87.5,69.58,67.02,2780973.91,1903241.875
19/09/2021,73.61,18814,0,467,303,68,16,0,-44,-22,-41,-69,-39,16,87.5,72.45,70.3,2799549.04,1909360
20/09/2021,75.46,19185,0,371,162,52,16,0,-38,-16,-42,-63,-47,14,87.5,73.49,71.49,2816295.77,1924906.18
21/09/2021,75.46,19399,0,214,296,35,16,0,-38,-15,-40,-63,-48,14,87.5,73.49,71.49,2833042.5,1940452.36
22/09/2021,75.46,19730,0,331,210,12,16,0,-41,-20,-41,-63,-48,15,87.5,73.49,71.49,2849789.23,1955998.54
23/09/2021,75.46,19952,0,222,666,28,16,0,-40,-23,-39,-65,-51,15,87.5,73.49,71.49,2866535.96,1971544.72
24/09/2021,75.46,20646,0,694,406,29,16,0,-40,-23,-40,-65,-42,17,87.5,73.49,71.49,2883282.69,1987090.9
25/09/2021,75.46,21080,0,434,428,19,16,0,-42,-21,-42,-68,-37,14,87.5,73.49,71.49,2900029.42,2002637.08
26/09/2021,75.46,21527,0,447,280,12,16,0,-44,-26,-41,-68,-39,15,87.5,73.49,71.49,2916776.15,2018183.26
27/09/2021,75.46,21819,0,292,610,12,16,0,-36,-16,-41,-64,-46,15,87.5,73.49,71.49,2933522.88,2033729.44
28/09/2021,75.46,22441,0,622,471,29,16,0,-35,-16,-38,-62,-47,13,87.5,73.49,71.49,2950269.61,2049275.62
29/09/2021,75.46,22941,0,500,535,12,16,0,-39,-21,-37,-63,-48,15,87.5,73.49,71.49,2967016.34,2064821.8
30/09/2021,75.46,23488,0,547,337,21,17,1,-41,-25,-39,-65,-46,16,87.5,73.49,71.49,2983763.07,2080367.98
01/10/2021,72.22,23846,0,358,437,27,18,1,-40,-24,-40,-67,-42,18,87.5,71.67,69.4,2992024.455,2100590.29
02/10/2021,72.22,24310,0,464,601,5,20,2,-41,-20,-42,-68,-37,15,87.5,71.67,69.4,3000285.84,2120812.6
03/10/2021,72.22,24916,0,606,296,5,21,1,-41,-24,-40,-68,-39,15,87.5,71.67,69.4,3008547.225,2141034.91
04/10/2021,72.22,25217,0,301,301,6,22,1,-31,-13,-37,-60,-44,12,87.5,71.67,69.4,3016808.61,2161257.22
05/10/2021,72.22,25524,0,307,450,4,22,0,-32,-14,-36,-60,-45,12,87.5,71.67,69.4,3025069.995,2181479.53
06/10/2021,72.22,25978,0,454,16,468,22,0,-33,-14,-33,-59,-44,12,87.5,71.67,69.4,3033331.38,2201701.84
07/10/2021,72.22,26462,0,484,404,10,23,1,-29,-15,-18,-59,-49,11,87.5,71.67,69.4,3041592.765,2221924.15
08/10/2021,72.22,26876,0,414,726,5,23,0,-34,-22,-27,-63,-45,15,87.5,71.67,69.4,3049854.15,2242146.46
09/10/2021,72.22,27607,0,731,419,6,24,1,-36,-19,-33,-67,-36,12,87.5,71.67,69.4,3058115.535,2262368.77
10/10/2021,72.22,28032,0,425,507,1,26,2,-36,-20,-33,-66,-37,12,87.5,71.67,69.4,3066376.92,2282591.08
11/10/2021,72.22,28540,0,508,303,6,26,0,-31,-15,-38,-61,-44,12,87.5,71.67,69.4,3074638.305,2302813.39
12/10/2021,75,28849,0,309,533,9,30,4,-32,-14,-37,-61,-44,12,87.5,73.23,71.19,3082899.69,2323035.7
13/10/2021,75,29398,0,549,557,9,33,3,-35,-19,-36,-62,-44,12,87.5,73.23,71.19,3091161.075,2343258.01
14/10/2021,75,29964,0,566,644,7,35,2,-34,-18,-35,-61,-44,12,87.5,73.23,71.19,3102029.825,2387706.51
15/10/2021,75,30615,0,651,571,2,36,1,-33,-19,-35,-63,-38,14,87.5,73.23,71.19,3112898.575,2432155.01
16/10/2021,75,31188,0,573,543,5,36,0,-36,-16,-38,-66,-34,11,87.5,73.23,71.19,3123767.325,2476603.51
17/10/2021,75,31733,0,545,283,13,38,2,-35,-18,-36,-65,-37,11,87.5,73.23,71.19,3134636.075,2521052.01
18/10/2021,75,32029,0,296,280,5,40,2,-28,-11,-38,-59,-43,11,87.5,73.23,71.19,3145504.825,2565500.51
19/10/2021,75,32314,0,285,656,1,40,0,-29,-9,-38,-59,-44,11,87.5,73.23,71.19,3156373.575,2609949.01
20/10/2021,75,32971,0,657,628,7,45,5,-32,-13,-35,-59,-44,11,87.5,73.23,71.19,3167242.325,2654397.51
21/10/2021,75,33606,0,635,389,3,47,2,-32,-12,-35,-61,-44,12,87.5,73.23,71.19,3178111.075,2698846.01
22/10/2021,75,33998,0,392,518,2,49,2,-31,-15,-34,-63,-39,13,87.5,73.23,71.19,3188660.645,2709960.3
23/10/2021,75,34518,0,520,449,18,49,0,-33,-13,-36,-66,-35,12,87.5,73.23,71.19,3199210.215,2721074.59
24/10/2021,75,34985,0,467,635,13,50,1,-33,-16,-34,-65,-37,11,87.5,73.23,71.19,3209759.785,2732188.88
25/10/2021,75,35633,0,648,612,3,52,2,-30,-11,-37,-61,-45,12,87.5,73.23,71.19,3220309.355,2743303.17
26/10/2021,75,36248,0,615,766,4,53,1,-29,-10,-37,-60,-46,11,87.5,73.23,71.19,3230858.925,2754417.46
27/10/2021,75,37018,0,770,731,2,56,3,-32,-13,-35,-59,-45,12,87.5,73.23,71.19,3241408.495,2765531.75
28/10/2021,75,37751,0,733,528,2,59,3,-31,-13,-35,-61,-44,12,87.5,73.23,71.19,3251958.065,2776646.04
29/10/2021,75,38281,0,530,432,15,59,0,-32,-16,-35,-62,-39,15,87.5,73.23,71.19,3270911.215,2789044.39
30/10/2021,75,38728,0,447,861,2,61,2,-33,-15,-34,-65,-34,11,87.5,73.23,71.19,3289864.365,2801442.74
31/10/2021,75,39586,0,858,679,6,62,1,-32,-16,-33,-62,-37,11,87.5,73.23,71.19,3308817.515,2813841.09
01/11/2021,75,40271,0,685,673,12,65,3,-27,-11,-37,-59,-43,11,87.5,73.23,71.19,3327770.665,2826239.44
02/11/2021,80.56,40956,0,685,871,2,67,2,-28,-10,-36,-55,-43,11,87.5,76.35,74.76,3346723.815,2838637.79
03/11/2021,80.56,41829,0,873,1056,6,70,3,-30,-13,-34,-52,-43,11,87.5,76.35,74.76,3365676.965,2851036.14
04/11/2021,80.56,42891,0,1062,1165,5,73,3,-28,-11,-32,-54,-42,11,87.5,76.35,74.76,3384630.115,2863434.49
05/11/2021,80.56,44061,0,1170,948,11,76,3,-25,-10,-19,-54,-40,13,87.5,76.35,74.76,3403583.265,2875832.84
06/11/2021,80.56,45020,0,959,955,5,77,1,-32,-12,-30,-58,-34,10,87.5,76.35,74.76,3422536.415,2888231.19
07/11/2021,80.56,45980,0,960,1071,5,81,4,-31,-14,-32,-56,-35,11,87.5,76.35,74.76,3441489.565,2900629.54
08/11/2021,80.56,47056,0,1076,783,3,82,1,-26,-8,-36,-51,-43,11,87.5,76.35,74.76,3460442.715,2913027.89
09/11/2021,80.56,47842,0,786,1045,4,86,4,-28,-10,-36,-52,-44,11,87.5,76.35,74.76,3479395.865,2925426.24
10/11/2021,80.56,48892,0,1050,1134,6,89,3,-31,-15,-34,-52,-43,12,87.5,76.35,74.76,3498349.015,2937824.59
11/11/2021,80.56,50032,0,1140,942,3,91,2,-29,-12,-31,-52,-43,12,87.5,76.35,74.76,3517302.165,2950222.94
12/11/2021,80.56,50977,0,945,1196,2,93,2,-29,-14,-33,-55,-38,14,87.5,76.35,74.76,3536255.315,2962621.29
13/11/2021,80.56,52175,0,1198,1018,14,94,1,-32,-11,-33,-56,-33,12,87.5,76.35,74.76,3555208.465,2975019.64
14/11/2021,80.56,53207,0,1032,982,3,96,2,-30,-13,-31,-56,-36,11,87.5,76.35,74.76,3574161.615,2987417.99
15/11/2021,83.62,54192,0,985,825,1,99,3,-25,-8,-36,-51,-44,11,87.5,78.08,76.74,3593114.765,2999816.34
16/11/2021,83.62,55018,0,826,1294,12,104,5,-25,-7,-36,-51,-45,11,87.5,78.08,76.74,3612067.915,3012214.69
